"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/12/2014","AQS","484530014","3","6","ug/m3 LC","25","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/13/2014","AQS","484530014","3","3.3","ug/m3 LC","14","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/14/2014","AQS","484530014","3","3.1","ug/m3 LC","13","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/16/2014","AQS","484530014","3","3.6","ug/m3 LC","15","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/17/2014","AQS","484530014","3","7.3","ug/m3 LC","30","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/18/2014","AQS","484530014","3","8.1","ug/m3 LC","34","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/19/2014","AQS","484530014","3","6.5","ug/m3 LC","27","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/20/2014","AQS","484530014","3","6.3","ug/m3 LC","26","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/21/2014","AQS","484530014","3","3.5","ug/m3 LC","15","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/22/2014","AQS","484530014","3","4.6","ug/m3 LC","19","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/23/2014","AQS","484530014","3","5.9","ug/m3 LC","25","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/24/2014","AQS","484530014","3","4.5","ug/m3 LC","19","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/25/2014","AQS","484530014","3","5.9","ug/m3 LC","25","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/26/2014","AQS","484530014","3","8.8","ug/m3 LC","37","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/27/2014","AQS","484530014","3","4.9","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/28/2014","AQS","484530014","3","3.7","ug/m3 LC","15","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/29/2014","AQS","484530014","3","3.2","ug/m3 LC","13","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/30/2014","AQS","484530014","3","4.5","ug/m3 LC","19","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/31/2014","AQS","484530014","3","4.9","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/01/2014","AQS","484530014","3","6.8","ug/m3 LC","28","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/02/2014","AQS","484530014","3","7.2","ug/m3 LC","30","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/03/2014","AQS","484530014","3","8.7","ug/m3 LC","36","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/04/2014","AQS","484530014","3","4.7","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/05/2014","AQS","484530014","3","5.6","ug/m3 LC","23","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/06/2014","AQS","484530014","3","4.2","ug/m3 LC","18","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/07/2014","AQS","484530014","3","10.2","ug/m3 LC","43","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/08/2014","AQS","484530014","3","12.6","ug/m3 LC","52","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/09/2014","AQS","484530014","3","8.4","ug/m3 LC","35","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/10/2014","AQS","484530014","3","7.9","ug/m3 LC","33","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/11/2014","AQS","484530014","3","8.4","ug/m3 LC","35","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/12/2014","AQS","484530014","3","4.8","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/13/2014","AQS","484530014","3","5.6","ug/m3 LC","23","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/14/2014","AQS","484530014","3","4.9","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/15/2014","AQS","484530014","3","5.5","ug/m3 LC","23","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/16/2014","AQS","484530014","3","13.7","ug/m3 LC","54","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/17/2014","AQS","484530014","3","10.7","ug/m3 LC","45","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/18/2014","AQS","484530014","3","11.3","ug/m3 LC","47","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/19/2014","AQS","484530014","3","11.2","ug/m3 LC","47","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/20/2014","AQS","484530014","3","7.9","ug/m3 LC","33","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/21/2014","AQS","484530014","3","2.9","ug/m3 LC","12","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/22/2014","AQS","484530014","3","8.1","ug/m3 LC","34","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/23/2014","AQS","484530014","3","9.6","ug/m3 LC","40","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/24/2014","AQS","484530014","3","16.1","ug/m3 LC","59","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/25/2014","AQS","484530014","3","8.5","ug/m3 LC","35","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/26/2014","AQS","484530014","3","7","ug/m3 LC","29","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/27/2014","AQS","484530014","3","4.7","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"02/28/2014","AQS","484530014","3","9.6","ug/m3 LC","40","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/01/2014","AQS","484530014","3","10.4","ug/m3 LC","43","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/02/2014","AQS","484530014","3","5.3","ug/m3 LC","22","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/03/2014","AQS","484530014","3","3.8","ug/m3 LC","16","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/04/2014","AQS","484530014","3","5.7","ug/m3 LC","24","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/05/2014","AQS","484530014","3","9.4","ug/m3 LC","39","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/06/2014","AQS","484530014","3","8","ug/m3 LC","33","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/07/2014","AQS","484530014","3","8.3","ug/m3 LC","35","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/08/2014","AQS","484530014","3","11.7","ug/m3 LC","49","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/09/2014","AQS","484530014","3","6.9","ug/m3 LC","29","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/10/2014","AQS","484530014","3","4.8","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/11/2014","AQS","484530014","3","3.5","ug/m3 LC","15","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/12/2014","AQS","484530014","3","3.4","ug/m3 LC","14","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/13/2014","AQS","484530014","3","4","ug/m3 LC","17","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/14/2014","AQS","484530014","3","7.2","ug/m3 LC","30","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/15/2014","AQS","484530014","3","7.3","ug/m3 LC","30","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/16/2014","AQS","484530014","3","4.9","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/17/2014","AQS","484530014","3","2.1","ug/m3 LC","9","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/18/2014","AQS","484530014","3","7.7","ug/m3 LC","32","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/19/2014","AQS","484530014","3","10","ug/m3 LC","42","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/20/2014","AQS","484530014","3","6.9","ug/m3 LC","29","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/21/2014","AQS","484530014","3","9.9","ug/m3 LC","41","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/22/2014","AQS","484530014","3","9.4","ug/m3 LC","39","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/23/2014","AQS","484530014","3","7.4","ug/m3 LC","31","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/24/2014","AQS","484530014","3","8.8","ug/m3 LC","37","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/25/2014","AQS","484530014","3","8.9","ug/m3 LC","37","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/26/2014","AQS","484530014","3","7.8","ug/m3 LC","33","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/27/2014","AQS","484530014","3","7.8","ug/m3 LC","33","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/28/2014","AQS","484530014","3","9","ug/m3 LC","38","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/29/2014","AQS","484530014","3","4.7","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/30/2014","AQS","484530014","3","4.8","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"03/31/2014","AQS","484530014","3","6.5","ug/m3 LC","27","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/02/2014","AQS","484530014","3","11.5","ug/m3 LC","48","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/03/2014","AQS","484530014","3","17","ug/m3 LC","61","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/04/2014","AQS","484530014","3","3.9","ug/m3 LC","16","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/05/2014","AQS","484530014","3","4.9","ug/m3 LC","20","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/06/2014","AQS","484530014","3","4.2","ug/m3 LC","18","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/07/2014","AQS","484530014","3","3.4","ug/m3 LC","14","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/08/2014","AQS","484530014","3","3.5","ug/m3 LC","15","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/10/2014","AQS","484530014","3","6.1","ug/m3 LC","25","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/11/2014","AQS","484530014","3","6.5","ug/m3 LC","27","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/12/2014","AQS","484530014","3","9.6","ug/m3 LC","40","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/13/2014","AQS","484530014","3","11.1","ug/m3 LC","46","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/14/2014","AQS","484530014","3","5.9","ug/m3 LC","25","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/15/2014","AQS","484530014","3","4.1","ug/m3 LC","17","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/16/2014","AQS","484530014","3","6.8","ug/m3 LC","28","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/17/2014","AQS","484530014","3","8.8","ug/m3 LC","37","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/18/2014","AQS","484530014","3","9.8","ug/m3 LC","41","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/19/2014","AQS","484530014","3","12.5","ug/m3 LC","52","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/20/2014","AQS","484530014","3","8.4","ug/m3 LC","35","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/21/2014","AQS","484530014","3","6.7","ug/m3 LC","28","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/22/2014","AQS","484530014","3","6.3","ug/m3 LC","26","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/24/2014","AQS","484530014","3","8.2","ug/m3 LC","34","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/26/2014","AQS","484530014","3","19.3","ug/m3 LC","66","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/29/2014","AQS","484530014","3","5.6","ug/m3 LC","23","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"04/30/2014","AQS","484530014","3","4.1","ug/m3 LC","17","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"05/01/2014","AQS","484530014","3","4.3","ug/m3 LC","18","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"05/02/2014","AQS","484530014","3","5.2","ug/m3 LC","22","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"05/03/2014","AQS","484530014","3","6.8","ug/m3 LC","28","Austin North Hills Drive","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
