"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/28/2010","AQS","340030006","1","47","ppb","44","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/01/2010","AQS","340030006","1","18","ppb","17","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/02/2010","AQS","340030006","1","59","ppb","56","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/03/2010","AQS","340030006","1","23","ppb","22","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/04/2010","AQS","340030006","1","14","ppb","13","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/05/2010","AQS","340030006","1","18","ppb","17","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/06/2010","AQS","340030006","1","16","ppb","15","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/07/2010","AQS","340030006","1","51","ppb","48","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/08/2010","AQS","340030006","1","51","ppb","48","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/09/2010","AQS","340030006","1","50","ppb","47","Leonia","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/10/2010","AQS","340030006","1","61","ppb","58","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/11/2010","AQS","340030006","1","44","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/12/2010","AQS","340030006","1","10","ppb","9","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/13/2010","AQS","340030006","1","3","ppb","3","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/14/2010","AQS","340030006","1","11","ppb","10","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/15/2010","AQS","340030006","1","18","ppb","17","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/16/2010","AQS","340030006","1","50","ppb","47","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/17/2010","AQS","340030006","1","59","ppb","56","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/18/2010","AQS","340030006","1","80","ppb","79","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/19/2010","AQS","340030006","1","68","ppb","66","Leonia","23","96.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/24/2010","AQS","340030006","1","41","ppb","39","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/25/2010","AQS","340030006","1","64","ppb","62","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/26/2010","AQS","340030006","1","45","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/27/2010","AQS","340030006","1","27","ppb","25","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/28/2010","AQS","340030006","1","26","ppb","25","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/29/2010","AQS","340030006","1","46","ppb","43","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/30/2010","AQS","340030006","1","8","ppb","8","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"03/31/2010","AQS","340030006","1","17","ppb","16","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/01/2010","AQS","340030006","1","47","ppb","44","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/02/2010","AQS","340030006","1","44","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/03/2010","AQS","340030006","1","40","ppb","38","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/04/2010","AQS","340030006","1","42","ppb","40","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/05/2010","AQS","340030006","1","45","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/06/2010","AQS","340030006","1","54","ppb","51","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/09/2010","AQS","340030006","1","22","ppb","21","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/10/2010","AQS","340030006","1","15","ppb","14","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/11/2010","AQS","340030006","1","20","ppb","19","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/12/2010","AQS","340030006","1","43","ppb","41","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/13/2010","AQS","340030006","1","42","ppb","40","Leonia","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/14/2010","AQS","340030006","1","44","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/15/2010","AQS","340030006","1","47","ppb","44","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/16/2010","AQS","340030006","1","26","ppb","25","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/17/2010","AQS","340030006","1","21","ppb","20","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/18/2010","AQS","340030006","1","21","ppb","20","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/19/2010","AQS","340030006","1","38","ppb","36","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/20/2010","AQS","340030006","1","45","ppb","42","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/21/2010","AQS","340030006","1","47","ppb","44","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/22/2010","AQS","340030006","1","33","ppb","31","Leonia","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/23/2010","AQS","340030006","1","31","ppb","29","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/24/2010","AQS","340030006","1","39","ppb","37","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/25/2010","AQS","340030006","1","17","ppb","16","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/26/2010","AQS","340030006","1","23","ppb","22","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/27/2010","AQS","340030006","1","28","ppb","26","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/28/2010","AQS","340030006","1","23","ppb","22","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/29/2010","AQS","340030006","1","34","ppb","32","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"04/30/2010","AQS","340030006","1","68","ppb","66","Leonia","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/01/2010","AQS","340030006","1","53","ppb","50","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/02/2010","AQS","340030006","1","46","ppb","43","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/03/2010","AQS","340030006","1","26","ppb","25","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/04/2010","AQS","340030006","1","39","ppb","37","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/05/2010","AQS","340030006","1","36","ppb","34","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/06/2010","AQS","340030006","1","30","ppb","28","Leonia","21","88.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/07/2010","AQS","340030006","1","46","ppb","43","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/08/2010","AQS","340030006","1","29","ppb","27","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"05/09/2010","AQS","340030006","1","8","ppb","8","Leonia","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
